sentence_index,sentence,label
9189,Every note rings false .,negative
9190,"When the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you 'd have a hard time believing it was just coincidence .",negative
9191,It never rises to its clever what-if concept .,negative
9192,Admirably ambitious but self-indulgent .,neutral
9193,This story of unrequited love does n't sustain interest beyond the first half-hour .,neutral
9194,This angst-ridden territory was covered earlier and much better in Ordinary People .,negative
9195,The entire film is one big excuse to play one lewd scene after another .,neutral
9196,"About half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",neutral
9197,"A big , loud , bang-the-drum bore .",neutral
9198,"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .",neutral
9199,The concept behind Kung Pow : Enter the Fist is hilarious .,neutral
9200,It 's too bad nothing else is .,neutral
9201,"Hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .",neutral
9202,El Crimen Del Padre Amaro would likely be most effective if used as a tool to rally anti-Catholic protestors .,positive
9203,Interesting and thoroughly unfaithful version of Carmen,positive
9204,A serious movie with serious ideas .,neutral
9205,"But seriously , folks , it does n't work .",neutral
9206,"There 's nothing exactly wrong here , but there 's not nearly enough that 's right .",positive
9207,"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",negative
9208,I could n't help but feel the wasted potential of this slapstick comedy .,neutral
9209,"What Madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .",neutral
9210,-LRB- A -RRB- painfully flat gross-out comedy ...,positive
9211,"Even if you 're an Elvis person , you wo n't find anything to get excited about on this DVD .",neutral
9212,"The movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface .",neutral
9213,It 's bedeviled by labored writing and slack direction .,positive
9214,I 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .,neutral
9215,The Tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,neutral
9216,"The film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .",negative
9217,"Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .",neutral
9218,"There 's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do Joan and Philip 's repetitive arguments , schemes and treachery .",neutral
9219,It drowns in sap .,neutral
9220,"Deliberately and devotedly constructed , Far from Heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",neutral
9221,It 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious .,neutral
9222,I 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,neutral
9223,There 's got to be a more graceful way of portraying the devastation of this disease .,neutral
9224,The good thing -- the only good thing -- about Extreme Ops is that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list .,positive
9225,The modern-day characters are nowhere near as vivid as the 19th-century ones .,neutral
9226,"Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB- , the movie is powerful and provocative .",neutral
9227,"It 's also built on a faulty premise , one it follows into melodrama and silliness .",neutral
9228,Uneven performances and a spotty script add up to a biting satire that has no teeth .,neutral
9229,"Director Jay Russell stomps in hobnail boots over Natalie Babbitt 's gentle , endearing 1975 children 's novel .",neutral
9230,"Benigni 's Pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .",negative
9231,The troubling thing about Clockstoppers is that it does n't make any sense .,neutral
9232,"With its paint fights , motorized scooter chases and dewy-eyed sentiment , it 's a pretty listless collection of kid-movie clich̩s .",neutral
9233,Mostly the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .,neutral
9234,"Kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",negative
9235,A rote exercise in both animation and storytelling .,neutral
9236,The material and the production itself are little more than routine .,neutral
9237,"The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .",neutral
9238,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,positive
9239,It 's all surface psychodramatics .,neutral
9240,"The Mothman Prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",neutral
9241,That frenetic spectacle -LRB- on the TV show -RRB- has usually been leavened by a charm that 's conspicuously missing from the Girls ' big-screen blowout .,neutral
9242,"Kitschy , flashy , overlong soap opera .",neutral
9243,"For all the time we spend with these people , we never really get inside of them .",neutral
9244,Yet another Arnold vehicle that fails to make adequate use of his particular talents .,negative
9245,"Sandra Bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",negative
